Product_name,Brand,Item_id,Swiper_count,Price
GEN NUDE BLONZER Blush + Bronzer,bareMinerals,2594966,7,$29.00
Sun-Kissed Face Gelee Complexion Multitasker Bronzer,Clinique,2303839,4,$36.00
COMPLEXION RESCUE Liquid Blonzer Blush + Bronzer,bareMinerals,2623836,11,$28.00
COMPLEXION RESCUE Liquid Blonzer Blush + Bronzer,bareMinerals,2623836,11,$28.00
Illuminance Gel Serum Blush,Revlon,2618905,9,$14.99
MegaGlo Makeup Stick Blush,Wet n Wild,2518208,2,$4.49
"Trifecta Metallica Lip, Eye & Cheek Stick",Stila,2575756,6,$26.00
Chocolate Soleil Melting Bronzing and Sculpting Stick,Too Faced,2622397,9,$35.00
Cheek & Lip Cream,Ofra Cosmetics,2608379,6,$18.00
Clean Fresh All Over Dewy Tint,CoverGirl,2597351,6,$10.99
4-in-1 Correcting Primer Anti Blemish & Mattify,PÃR,2550942,5,$34.00
Prime Focus Pore Minimizing Primer Serum,Wet n Wild,2589824,3,$8.49
Kind Glaze Dewy Glow Layer Face Primer,Pacifica,2604784,3,$11.20
Prime Focus Glass Correct Primer- Green,Wet n Wild,2574455,3,$6.99
Unconditional Mini Mix Face Palette,Ofra Cosmetics,2620023,9,$39.00
Bare With Me Aloe & Cucumber Extract Primer & Setting Spray,NYX Professional Makeup,2542640,3,$10.00
On-Set Essentials: Primer + Setting Spray Trio,Smashbox,2606440,8,$34.00
Pretty Blush 3-Piece Mini Kit,NUDESTIX,2605948,8,$30.00
City Block Sheer Oil-Free Daily Face Protector Broad Spectrum SPF 25 Primer,Clinique,2153905,7,$35.00
Hydrating Face Primer - Large,e.l.f. Cosmetics,2520958,4,$10.00
Insta-Grip Jelly Primer 3-in-1 Multi-Tasking Primer,Dermablend,2529223,9,$24.50
4-in-1 Correcting Primer Dark Spot Corrector,PÃR,2531216,7,$34.00
Bronzing Blendrops SPF 46 Priming Drops,BeautyBio,2620574,9,$28.50
Luminous Putty Primer,e.l.f. Cosmetics,2558546,8,$10.00
Soft Blur Poreless Face Primer,ULTA Beauty Collection,2617481,5,$10.80
nan,nan,2537277,nan,nan
"Multi-Use Blush, Bronze, and Highlight Cream Palette",ICONIC LONDON,2620845,9,$24.50
Prep + Prime Fix+ Primer and Setting Spray,MAC,2510684,11,$34.00
Mini Hollywood Blush & Glow Palette,Charlotte Tilbury,2619555,8,$29.00
nan,nan,2625693,nan,nan
Pure Color Envy Sculpting Blush,EstÃ©e Lauder,2591724,2,$35.20
Soft & Natural Nudes 3-Piece Mini Kit,NUDESTIX,2599713,6,$27.00
NUDIES MATTE LUX All Over Face Blush Color,NUDESTIX,2598338,10,$35.00
Dandelion Twinkle Soft Nude-Pink Powder Highlighter,Benefit Cosmetics,2595644,5,$35.00
Too Cheeky Lip & Cheek Color Stick,ULTA Beauty Collection,2556122,7,$7.20
Nudescreen Blush Tint SPF 30,NUDESTIX,2620585,8,$30.00
nan,nan,2510398,nan,nan
Roses 'N Honey 3-Piece Mini NUDIES Kit,NUDESTIX,2596462,8,$30.00
Rosy Glow Blush,Dior,2612199,7,$40.00
Halo Glow Blush Beauty Wand,e.l.f. Cosmetics,2609251,11,$9.00
Silky-Soft Powder Blush,Benefit Cosmetics,2595623,12,$32.00
nan,nan,2583982,nan,nan
Hello FAB Coconut Skin Smoothie Priming Moisturizer,First Aid Beauty,2589262,5,$19.20
Travel Size Photo Finish Primerizer+ Hydrating Primer with Hyaluronic Acid,Smashbox,2588005,11,$16.00
Instant Smooth Perfecting Touch Makeup Primer,Clarins,2200427,7,$40.00
4-in-1 Correcting Primer Energize & Rescue,PÃR,2525975,6,$34.00
Double Wear Smooth & Blur Primer,EstÃ©e Lauder,2618892,6,$36.00
Travel-Size Timeless Smoothing Face Makeup Primer,Tarte,2554634,6,$22.00
Pro Filt'r Instant Retouch Primer,FENTY BEAUTY by Rihanna,2592267,3,$36.00
Travel Size Photo Finish Control Mattifying Primer with Salicylic Acid,Smashbox,2588009,11,$16.00
Blur Screen SPF 30 Blurring Makeup Primer,NYX Professional Makeup,2623370,9,$14.00
Milk Tint SPF 43 Tinted Primer Serum,Beekman 1802,2624068,7,$48.00
Milk Tint SPF 43 Tinted Primer Serum,Beekman 1802,2624068,7,$48.00
UV Expert Defense SPF 50+ Primer & Moisturizer,LancÃ´me,2541521,7,$48.00
nan,nan,2617588,nan,nan
Trick&Treat Concealer,Hey Honey,2537311,6,$38.00
COMPLEXION RESCUE Brightening Under Eye Concealer SPF 25,bareMinerals,2599426,4,$14.00
Mini Vitamin Enriched Face Base Moisturizer & Primer with Vitamin C + Hyaluronic Acid,BOBBI BROWN,2583729,11,$25.00
Melting Balm Makeup Remover,ULTA Beauty Collection,2616691,5,$8.40
Invisible Matte Lip Makeup Remover,J.Cat Beauty,2506154,nan,$3.00
Good Apple Lightweight Full-Coverage Concealer,KVD Beauty,2591736,8,$15.00
Halo Healthy Glow 4-in-1 Perfecting Pen Concealer with Hyaluronic Acid,Smashbox,2610391,11,$29.00
nan,nan,2561093,nan,nan
Waterproof Makeup Remover,J.Cat Beauty,2526414,nan,$3.59
CC+ Cream with SPF 50+,IT Cosmetics,2264064,11,$28.20
Correct and Perfect All-In-One Color Correcting Palette,Stila,2301052,7,$45.00
GrandeVANISH Bi-Phase Makeup Remover,Grande Cosmetics,2612159,5,$15.40
nan,nan,2568308,nan,nan
Cover Care Full Coverage Concealer,Dermablend,2563725,8,$20.30
Skin Fetish: Sublime Perfection Full Coverage Concealer,PAT McGRATH LABS,2613848,6,$34.00
Conceal & Define Full Coverage Concealer,Revolution Beauty,2536471,2,$7.00
CC+ Cream with SPF 50+,IT Cosmetics,2264064,11,$28.20
Bare With Me Hydrating Face & Body Concealer Serum,NYX Professional Makeup,2587594,10,$12.00
Travel Size Bye Bye Under Eye Full Coverage Waterproof Concealer,IT Cosmetics,2550194,6,$14.00
Double Wear Stay-In-Place Flawless Longwear Cream Concealer,EstÃ©e Lauder,2309394,8,$25.60
Kind Tint Tinted Serum,Pacifica,2591360,6,$9.80
Born This Way Super Coverage Multi-Use Concealer,Too Faced,2529024,11,$36.00
COMPLEXION RESCUE Tinted Moisturizer Mineral SPF 30,bareMinerals,2283391,11,$39.00
Beauty Balm Serum Boosted Skin Tint,Anastasia Beverly Hills,2621820,11,$42.00
Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25,Smashbox,2568499,10,$41.00
HydraKate Illuminating SPF 50+ Drops,Kate Somerville,2625521,8,$32.20
Radiant Skin Brightening Serum Skin Tint SPF 30,TULA,2598954,10,$42.00
Beyond Perfecting Powder Foundation + Concealer,Clinique,2291649,5,$28.00
Travel Size CC Water with Hyaluronic Acid,Erborian,2606543,8,$25.00
Instant Age Rewind Perfector 4-In-1 Whipped Matte Makeup,Maybelline,2590459,6,$1.50
Redness Solutions Makeup Broad Spectrum SPF 15 With Probiotic Technology Foundation,Clinique,2567629,6,$28.00
3C Color Correcting Concealer Palette,NYX Professional Makeup,2283240,4,$12.00
CC+ Nude Glow Lightweight Foundation + Glow Serum with SPF 40,IT Cosmetics,2594106,11,$28.20
CC+ Nude Glow Lightweight Foundation + Glow Serum with SPF 40,IT Cosmetics,2594106,11,$28.20
I Am Magic Glow Radiance Booster,Juvia's Place,2620803,3,$25.00
Weightless Skin Foundation SPF 15,BOBBI BROWN,2626798,10,$42.75
4-in-1 Foundation Stick Cream-to-Velvet Matte Foundation,PÃR,2526108,3,$34.00
Bye Bye Redness Neutralizing Color-Correcting Concealer Cream,IT Cosmetics,2514627,7,$38.00
Studio Waterweight SPF 30 Liquid Foundation Makeup,MAC,2510616,3,$30.80
Olay Simply Ageless Instant Wrinkle-Defying Foundation with SPF 28,CoverGirl,2165912,5,$18.49
Aquasurance Compact Foundation,J.Cat Beauty,2550026,2,$8.99
Light Illusion Liquid Foundation,FLOWER Beauty,2525008,6,$14.30
Infallible Pro-Matte Liquid Longwear Foundation,L'OrÃ©al,2283483,2,$14.99
Simply Ageless Skin Perfector Essence Foundation,CoverGirl,2618803,11,$21.49
ULTRA LE TEINT Ultrawear All-Day Comfort Flawless Finish Compact Foundation,CHANEL,2568265,3,$68.00
Forever Natural Matte Velvet Compact Foundation,Dior,2625554,5,$60.00
Almost Powder Makeup Broad Spectrum SPF 18 Foundation,Clinique,2160686,3,$28.00
Dior Forever Foundation Fluid Matte,Dior,2604875,7,$57.00
Leg and Body Makeup,Dermablend,2509368,6,$28.00
Filter Effect Soft-Focus Foundation,Morphe,2577758,4,$20.00
Double Wear Stay-in-Place Foundation,EstÃ©e Lauder,2309420,10,$41.60
BAREPRO 16HR Skin-Perfecting Matte Powder Foundation,bareMinerals,2589559,9,$42.00
Matte Foundation Broad Spectrum SPF 15,bareMinerals,2209455,10,$39.00
4-in-1 Pressed Mineral Makeup Broad Spectrum SPF 15,PÃR,2236106,7,$32.00
Take The Day Off Cleansing Balm Makeup Remover,Clinique,2282783,9,$30.80
Instant Cleansing Balm,Good Molecules,2582315,nan,$15.00
Take The Day Off Cleansing Balm Makeup Remover Mini,Clinique,2532674,8,$10.50
Lash Purify Eye Makeup Remover & Lash Cleanser,Kiss,2588757,5,$8.99
Travel Size Lash Clean Oil-Free Makeup Remover,Velour Lashes,2568309,nan,$13.00
See Ya Later! Bi-Phase Eye Makeup Remover,florence by mills,2609754,5,$16.00
My Stellar Micellar Makeup Remover Wipes,Petite n Pretty,2555735,4,$10.00
Whoopsie Eye Liner Corrector,ULTA Beauty Collection,2615838,2,$6.00
Real Clean In-The-Clear Eye Makeup Remover,Real Techniques,2610501,8,$10.99
100% Oil Free Eye Makeup Remover,L'OrÃ©al,2090124,2,$7.99
nan,nan,2610500,nan,nan
Oil Free Eye Makeup Remover,ULTA Beauty Collection,2587283,3,$5.40
On-The-Go Oopsies Waterproof Makeup Remover,Glamnetic,2574475,2,$9.00
Gentle Eye Makeup Remover,EstÃ©e Lauder,2515497,1,$22.40
Clean Artiste Waterproof and Long Wearing Eye Makeup Remover,L'OrÃ©al,2205735,nan,$7.99
Makeup Removing Towels,ULTA Beauty Collection,2601788,2,$6.00
"Gentle Makeup Removing Wipes, Fragrance and Alcohol Free",Cetaphil,2605919,6,$11.29
Falscara False Eyelash Rosewater Remover,Kiss,2559006,6,$6.49
Take It Away Makeup Remover Lotion,EstÃ©e Lauder,2309331,1,$30.40
Waterproof Eye & Lip Makeup Remover,ULTA Beauty Collection,2587058,3,$5.40
Holy Hydration! e.l.f. Off Makeup Remover,e.l.f. Cosmetics,2611367,8,$7.00
Makeup Remover Cleansing Towelette Singles,Neutrogena,2534782,9,$8.99
Calm + Restore Makeup Remover Wipes,Aveeno,2587059,6,$10.99
Travel Size Take The Day Off Makeup Remover,Clinique,2282782,6,$10.50
Rinse-Off Eye Makeup Remover Solvent,Clinique,2153848,6,$18.20
nan,nan,2605295,nan,nan
Mini Gently Off Wipes + Micellar Water Makeup Remover Wipes,MAC,2587733,nan,$18.00
"Skin Bloom, Cream To Powder Compact",J.Cat Beauty,2619734,2,$3.59
Bi-Facil Double Action Eye Makeup Remover,nan,2235588,3,$19.50
Oil-Free Eye Makeup Remover,Neutrogena,2109669,5,$10.99
Travel-Size Shape Tape Glow Powder,Tarte,2566181,4,$18.00
Pro-Collagen Cleansing Balm,ELEMIS,2584166,9,$51.75
Travel Size Pro-Collagen Cleansing Balm,ELEMIS,2604192,8,$13.50
Superfood AHA Glow Cleansing Butter,ELEMIS,2570297,6,$33.75
Shape Tape Glow Powder,Tarte,2566178,7,$36.00
nan,nan,2574310,nan,nan
"Ready, Set, Sealed! Setting Spray",Juvia's Place,2620794,4,$18.00
Lit Mist Illuminating Setting Spray,PÃR,2606407,6,$13.00
Skin Perfecting Powder Mineral Glow,PÃR,2531401,6,$26.00
Soft Velvet Finishing Powder,BLK/OPL,2578312,2,$8.10
Tinted Mineral Veil Setting Powder,bareMinerals,2122525,5,$35.00
Dew Lock Hydrating Set + Refresh Mist,HALF MAGIC,2611572,3,$16.10
Photo Finish Endurance Breathable Setting Spray,Smashbox,2598371,7,$34.00
LOCK&SEAL LIQUID MAKEUP SETTER,J.Cat Beauty,2571966,nan,$2.39
Travel Size Translucent Pure Setting Spray 16HR,Laura Mercier,2610269,5,$21.00
Mattifying Setting Spray,KYLIE COSMETICS,2620538,9,$27.00
Pure Plush Gentle Deep Cleansing Foam,bareMinerals,2296211,1,$25.00
Take The Day Off Charcoal Cleansing Balm Makeup Remover,Clinique,2604464,9,$10.50
IRL Soft Focus 2 in 1 Powder Translucent,Revolution Beauty,2605186,5,$10.00
Vitamin Enriched Pressed Powder,BOBBI BROWN,2612318,9,$39.75
Lock-In Hydrating Makeup Setting Spray,L.A. Girl,2546816,nan,$8.00
PRO Perfect Oil Control Multi-Tasking Setting Spray,L.A. Girl,2619162,6,$9.00
Glow Baby Brightening Setting Spray - SPF 45,Pacifica,2604655,2,$12.60
Close-Up Baking & Setting Powder,NABLA,2601536,2,$25.00
nan,nan,2607218,nan,nan
Make It Last Mattifying Setting Powder,Milani,2581638,8,$8.39
Radiant Finish Long Lasting Makeup Setting Spray,NYX Professional Makeup,2557250,4,$10.00
Translucent Matte Pro Setting Powder,L.A. Girl,2504745,3,$6.00
HD Pro Setting Finish Spray,L.A. Girl,2504749,2,$5.99
Travel Size Loose Setting Powder,Dermablend,2568437,5,$8.40
Illuminating-Glow Makeup Setting Spray,L.A. Girl,2546805,2,$8.00
nan,nan,2607217,nan,nan
Illuminating Banana Powder,Dermablend,2532495,7,$22.40
Jet Set Invisible Powder Spray,FLOWER Beauty,2587389,3,$16.00
Photo Focus Loose Setting Powder Banana,Wet n Wild,2558455,3,$7.99
Veil Soft Focus Setting Spray,HOURGLASS,2572573,5,$50.00
Lock and Last Water-Resistant Setting Spray,Dermablend,2581187,7,$19.60
Set + Refresh Perfecting Makeup Mist,EstÃ©e Lauder,2515496,1,$32.00
Fix It Forget It Hydrating Makeup Setting Spray,LancÃ´me,2533974,4,$35.00
Mattifying Setting Spray,Morphe,2614030,6,$10.80
Clean Invisible Loose Powder,CoverGirl,2604115,11,$9.49
Light Illusion Perfecting Powder,FLOWER Beauty,2524959,4,$15.00
POREfection Baked Perfecting Powder,LORAC,2232638,2,$34.00
Make It Last Sunscreen - Sunscreen Setting Spray SPF 30,Milani,2565913,4,$10.49
Stay-Matte Invisible Blotting Powder,Clinique,2302018,3,$39.00
Clean Fresh Pressed Powder,CoverGirl,2566112,6,$11.99
Luminous Setting Spray,Morphe,2610863,6,$10.80
Smooth Operator Amazonian Clay Pressed Finishing Powder,Tarte,2272084,nan,$36.00
I Am Magic Loose Setting Powder,Juvia's Place,2552139,2,$14.00
nan,nan,2212995,nan,nan
Setting Powder,KYLIE COSMETICS,2585677,6,$26.00
nan,nan,2604054,nan,nan
HD Studio Finishing Powder Translucent Setting Powder,NYX Professional Makeup,2254920,2,$12.00
Pro Face Matte Pressed Powder,L.A. Girl,2578044,3,$6.99
Travel Size Shape Tape Stay Spray Setting Spray,Tarte,2547937,9,$16.00
No Filter Loose Setting Powder,ColourPop,2592771,5,$12.00
Born This Way Ethereal Setting Powder,Too Faced,2598671,4,$42.00
Smooth Operator Amazonian Clay Finishing Powder,Tarte,2600461,7,$36.00
Prep-Set-Glow Hydrating Setting Spray,ICONIC LONDON,2536945,10,$29.00
Blended Face Powder,Clinique,2157841,8,$36.00
UncompliKated SPF Soft Focus Makeup Setting Spray Broad Spectrum SPF 50 Sunscreen,Kate Somerville,2531116,3,$32.20
Dewy Set Hydrating Setting Spray Mini,Anastasia Beverly Hills,2564261,4,$15.00
Real Flawless Luminous Perfecting Talc-Free Pressed Finishing Powder,Laura Mercier,2608652,8,$49.00
Dewy Set Hydrating Setting Spray,Anastasia Beverly Hills,2543372,5,$26.00
Translucent Loose Setting Powder Mini,Anastasia Beverly Hills,2568385,4,$19.00
Light Reflecting Makeup Setting Mist,NARS,2624004,9,$36.00
Light Reflecting Pressed Setting Powder,NARS,2591171,7,$40.00
"Facial Spray with Aloe, Cucumber and Green Tea",Mario Badescu,2515878,5,$9.80
High Definition Powder,e.l.f. Cosmetics,2500446,3,$6.00
Travel Size Veil Translucent Setting Powder,HOURGLASS,2572598,2,$25.00
Lock-It Finishing Powder,KVD Beauty,2570903,4,$35.00
Can't Stop Won't Stop All Day Mattifying Powder,NYX Professional Makeup,2583789,7,$9.50
Dewy Finish Long Lasting Makeup Setting Spray Vegan Formula,NYX Professional Makeup,2254932,5,$10.00
ORIGINAL Mineral Veil Pressed Setting Powder - Translucent,bareMinerals,2582216,6,$35.00
Hangover 3-In-1 Replenishing Primer & Setting Spray,Too Faced,2513749,6,$38.00
All Nighter Vitamin C Hydrating Setting Spray,Urban Decay Cosmetics,2595985,10,$25.20
ORIGINALâ Mineral Veilâ Set + Protect Talc-Free âSetting Powder âMineral SPF 25 PA++â,bareMinerals,2623851,10,$36.00
Marsh Mellow Matte Setting Spray,NYX Professional Makeup,2617111,7,$10.00
Jumbo Bake & Set Setting Powder,Morphe,2621391,6,$11.40
All Nighter Extra Glow Dewy Setting Spray,Urban Decay Cosmetics,2567751,6,$25.20
Loose Baking Powder,Revolution Beauty,2505770,4,$8.00
nan,nan,2107730,nan,nan
De-Slick Oil Control Setting Spray,Urban Decay Cosmetics,2503492,2,$25.20
Secret Brightening Powder for Under Eyes,Laura Mercier,2586416,7,$35.00
Smooth Operator Amazonian Clay Tinted Pressed Setting Powder,Tarte,2282470,3,$36.00
Bye Bye Pores Pressed Pore Minimizing Setting Powder,IT Cosmetics,2290474,6,$32.00
Makeup Setting Spray Organic Sunscreen SPF 30,COOLA,2287002,6,$36.00
Translucent Loose Setting Powder Ultra-Blur,Laura Mercier,2601177,11,$52.00
Translucent Loose Setting Powder,Laura Mercier,2559917,11,$47.00
Pretty Fresh Pressed Face Powder,ColourPop,2593136,8,$14.00
Loose Setting Powder,Dermablend,2278300,7,$22.40
Mineral Veil Finishing Powder Broad Spectrum SPF 25,bareMinerals,2215316,4,$35.00
Stay All Night Micro-Fine Setting Mist,e.l.f. Cosmetics,2567177,4,$10.00
Mini MAC Prep + Prime Fix+ Primer and Setting Spray,MAC,2510727,9,$18.00
Halo Glow Setting Powder,e.l.f. Cosmetics,2574627,5,$8.00
Bye Bye Pores Pressed Pore Minimizing Setting Powder,IT Cosmetics,2290474,6,$32.00
Continuous Prep & Set Setting Mist+,Morphe,2610861,7,$11.40
Travel Size Airbrush Flawless Setting Spray,Charlotte Tilbury,2619481,4,$23.00
Blended Face Powder,Clinique,2153517,8,$36.00
Fit Me Matte + Poreless Powder,Maybelline,2537847,5,$9.99
Mineralize Skinfinish Natural Face Powder,MAC,2510649,5,$44.00
Hy-Glam Correcting Concealer,NATASHA DENONA,2609431,9,$30.00
Magic Vanish Color Corrector,Charlotte Tilbury,2619343,2,$32.00
Camo Color Corrector,e.l.f. Cosmetics,2606625,10,$4.00
Pro Powder Palette - Sculpt & Highlight,L.A. Girl,2612689,3,$12.99
MegaGlo Contouring Palette,Wet n Wild,2518306,2,$6.99
Highlight & Contour Pro Face Palette,NYX Professional Makeup,2284091,3,$25.00
Sculpt Tape Contour,Tarte,2604053,10,$36.00
